"","Y","S"
"290",NA,0.0133758227483946
"291",NA,0.492338622292872
"292",NA,0.477370688258469
"293",NA,0.0521669830966086
"294",NA,0.0491392173656644
"295",NA,0.0189111137853719
"296",NA,0.562595115771827
"297",NA,0.661482560017734
"298",0,0.0307614734230996
"299",NA,0.13619662726056
"300",NA,0.065400620663137
"301",NA,0.0943062034009452
"302",NA,0.0784175398477365
"303",NA,0.0214646050128489
"304",NA,0.0288456096177392
"305",NA,0.0904906200969114
"306",NA,0.0838296213051063
"307",NA,0.0796899037069406
"308",NA,0.285061288640288
"309",NA,0.0153385029387584
"310",NA,0.0131471329801725
"311",NA,0.478193634071394
"312",NA,0.531618169147257
"313",NA,0.390417723135239
"314",NA,0.236003320626544
"315",NA,0.0627267439957978
"316",NA,0.948422651452757
"317",NA,0.0654559010383386
"318",NA,0.120664324120981
"319",NA,0.0321475660791948
"320",NA,0.105940692396999
"321",NA,0.134575480857677
"322",NA,0.11032871004254
"323",NA,0.910954115790144
"324",NA,0.156694637852739
"325",NA,0.578832103395557
"326",NA,0.0350724422667291
"327",NA,0.10760748916202
"328",NA,0.063762131389948
"329",NA,0.0469084415268373
"330",NA,0.00872131209883077
"331",NA,0.148550925510931
"332",NA,0.0749623996589947
"333",NA,0.227317471532703
"334",NA,0.181062155496018
"335",NA,0.0400893819828415
"336",NA,0.263476088104162
"337",NA,0.355352486990978
"338",NA,0.0830916756899578
"339",NA,0.104636057183039
"340",NA,0.0356687304231928
"341",NA,0.676829295853835
"342",NA,0.0214646050128489
"343",NA,0.369907934784627
"344",NA,0.191098545858502
"345",NA,0.374763073017158
"346",NA,0.0201157449326623
"347",NA,0.770277017341194
"348",NA,0.0201157449326623
"349",NA,0.0610989782919902
"350",NA,0.00656854210539425
"351",NA,0.311925005743075
"352",NA,0.0270457386675639
"353",NA,0.00991281742968565
"354",NA,0.156694637852739
"355",NA,0.160312293440627
"356",NA,0.132202652309193
"357",NA,0.194472175239449
"358",NA,0.060104059706267
"359",NA,0.759108563391703
"360",NA,0.390417723135239
"361",NA,0.212942775467501
"362",NA,0.00872131209883077
"363",NA,0.0737594676409977
"364",NA,0.0301480598663317
"365",NA,0.355352486990978
"366",NA,0.0781795089924363
"367",NA,0.065013633068725
"368",NA,0.0830916756899578
"369",NA,0.306834421215504
"370",NA,0.0270457386675639
"371",NA,0.9827188149164
"372",NA,0.266881575411228
"373",NA,0.0695704626810732
"374",NA,0.122531024345753
"375",NA,0.65121932415928
"376",NA,0.0610989782919902
"377",NA,0.0499622802329173
"378",NA,0.0344857660106478
"379",NA,0.0614641960718271
"380",NA,0.159459516678587
"381",NA,0.0574055638657621
"382",NA,0.16565354024371
"383",NA,0.0142793236987631
"384",NA,0.00872131209883077
"385",NA,0.0643404554637115
"386",NA,0.0589411087317273
"387",NA,0.00991281742968565
"388",NA,0.0283600317150457
"389",NA,0.0321475660791948
"390",NA,0.588866944354598
"391",NA,0.140361366657369
"392",NA,0.610767811280881
"393",NA,0.232278006551026
"394",NA,0.576116876620742
"395",NA,0.109297304273851
"396",NA,0.154399052642781
"397",NA,0.0682376446811794
"398",NA,0.224262399310628
"399",NA,0.835906876170882
"400",NA,0.891482422296513
"401",NA,0.150775065017114
"402",NA,0.514860035432948
"403",NA,0.0599180038995309
"404",NA,0.0896997791470354
"405",NA,0.142483408995437
"406",NA,0.646485906694902
"407",NA,0.037385957929098
"408",NA,0.293604364771112
"409",NA,0.00991281742968565
"410",NA,0.00991281742968565
"411",NA,0.359366078920086
"412",NA,0.111010354427254
"413",NA,0.0403917781586433
"414",NA,0.0844329314674656
"415",NA,0.476609691754891
"416",NA,0.567700681139108
"417",NA,0.264709951311418
"418",NA,0.0880178080478288
"419",NA,0.0688535764438789
"420",NA,0.0423264106404925
"421",NA,0.0405198150439478
"422",NA,0.0335939504488324
"423",NA,0.0307614734230996
"424",NA,0.0335939504488324
"425",NA,0.190589214922547
"426",NA,0.27938372978558
"427",NA,0.117721910542662
"428",NA,0.124782283524808
"429",NA,0.0201157449326623
"430",NA,0.0934854437840615
"431",NA,0.266236740947429
"432",NA,0.372930230366514
"433",NA,0.0330022958461084
"434",NA,0.115581209304102
"435",NA,0.398629216054258
"436",NA,0.00656854210539425
"437",NA,0.7393055788136
"438",NA,0.336406329699113
"439",NA,0.060104059706267
"440",NA,0.0499622802329173
"441",NA,0.0846882527529303
"442",NA,0.148550925510931
"443",NA,0.203845755458971
"444",NA,0.0407673625300888
"445",NA,0.06713479392483
"446",NA,0.0321475660791948
"447",NA,0.223159849998906
"448",NA,0.129837378681978
"449",NA,0.208432256348647
"450",NA,0.781794734485309
"451",NA,0.0201157449326623
"452",NA,0.124782283524808
"453",NA,0.619763607651445
"454",NA,0.534922090744286
"455",NA,0.0491392173656644
"456",NA,0.547040290278072
"457",NA,0.0830916756899578
"458",NA,0.418867737461372
"459",NA,0.0887952663562249
"460",NA,0.408052060673304
"461",NA,0.0296412261146922
"462",NA,0.103009973833901
"463",NA,0.142483408995437
"464",NA,0.483605473001874
"465",NA,0.836324866880408
"466",NA,0.369907934784627
"467",NA,0.0133758227483946
"468",NA,0.0142793236987631
"469",NA,0.708740575012438
"470",NA,0.181062155496018
"471",NA,0.142483408995437
"472",NA,0.0499622802329173
"473",NA,0.00656854210539425
"474",NA,0.172038918474589
"475",NA,0.620540565653748
"476",NA,0.425484325285939
"477",NA,0.580379055565747
"478",NA,0.0469084415268373
"479",0,0.214813784255344
"480",NA,0.0521669830966086
"481",NA,0.0307614734230996
"482",NA,0.0499622802329173
"483",NA,0.979419982519183
"484",NA,0.0887952663562249
"485",NA,0.549653394532645
"486",NA,0.259464392711291
"487",NA,0.166991185370588
"488",NA,0.190589214922547
"489",NA,0.142483408995437
"490",NA,0.0461332437122936
"491",NA,0.329449370969227
"492",NA,0.814277310768299
"493",NA,0.569258093653722
"494",NA,0.201554339174386
"495",NA,0.0380200297710926
"496",NA,0.0380200297710926
"497",NA,0.293604364771112
"498",NA,0.134575480857677
"499",NA,0.198756449915717
"500",NA,0.715902990522761
"501",NA,0.0521669830966086
"502",NA,0.103009973833901
"503",NA,0.0309513274633136
"504",NA,0.752490736048126
"505",NA,0.0461332437122936
"506",NA,0.0499622802329173
"507",NA,0.352807413868551
"508",NA,0.117721910542662
"509",NA,0.104636057183039
"510",NA,0.017418163370148
"511",NA,0.0678350883380736
"512",NA,0.386266431691916
"513",NA,0.10760748916202
"514",NA,0.00872131209883077
"515",NA,0.821060810044943
"516",NA,0.168083194874139
"517",NA,0.0423264106404925
"518",NA,0.23486052487507
"519",NA,0.0423264106404925
"520",NA,0.0844329314674656
"521",NA,0.688189581939395
"522",NA,0.248162281633937
"523",NA,0.0403917781586433
"524",NA,0.0230442978111338
"525",NA,0.103315132168278
"526",NA,0.321108841286256
"527",NA,0.0532038321728861
"528",NA,0.665384924470436
"529",NA,0.0177198122167911
"530",NA,0.370677018042392
"531",NA,0.0539225926932091
"532",NA,0.156694637852739
"533",NA,0.632671974596602
"534",NA,0.023441055969794
"535",NA,0.00656854210539425
"536",NA,0.0796899037069406
"537",NA,0.709607293044816
"538",NA,0.115918796144955
"539",NA,0.0403917781586433
"540",NA,0.0491392173656644
"541",NA,0.0521669830966086
"542",NA,0.0521669830966086
"543",NA,0.222588580992674
"544",NA,0.761467836741856
"545",NA,0.0133758227483946
"546",NA,0.143777430513745
"547",NA,0.143777430513745
"548",NA,0.0478872524911498
"549",NA,0.858495455094127
"550",NA,0.0469084415268373
"551",NA,0.563406598430281
"552",NA,0.440195651337675
"553",NA,0.123572029515787
"554",NA,0.0737594676409977
"555",NA,0.326523533029271
"556",NA,0.0851816822908865
"557",NA,0.0356687304231928
"558",NA,0.0201157449326623
"559",NA,0.142483408995437
"560",NA,0.120664324120981
"561",0,0.527799103306443
"562",NA,0.00656854210539425
"563",NA,0.0539225926932091
"564",NA,0.266881575411228
"565",NA,0.117721910542662
"566",NA,0.181062155496018
"567",NA,0.0882829245466449
"568",NA,0.011571411458116
"569",NA,0.306834421215504
"570",NA,0.0133758227483946
"571",NA,0.551367164741395
"572",NA,0.361798760428833
"573",NA,0.026589629671456
"574",NA,0.0643404554637115
"575",NA,0.20257797975768
"576",NA,0.889042327975982
"577",NA,0.214813784255344
"578",0,0.0430405268842444
"579",NA,0.246366734665212
"580",NA,0.194472175239449
"581",NA,0.0270457386675639
"582",NA,0.011571411458116
"583",NA,0.0131471329801725
"584",NA,0.0916643402363809
"585",NA,0.123572029515787
"586",NA,0.0403917781586433
"587",NA,0.454133561532013
"588",NA,0.0499622802329173
"589",NA,0.263476088104162
"590",NA,0.214813784255344
"591",NA,0.0604637133663462
"592",NA,0.340318899742853
"593",NA,0.0610989782919902
"594",NA,0.023441055969794
"595",NA,0.127875591002832
"596",NA,0.481732567048561
"597",NA,0.0201157449326623
"598",NA,0.0288456096177392
"599",NA,0.234268335897799
"600",NA,0.181062155496018
"601",NA,0.0330022958461084
"602",NA,0.323215495532194
"603",NA,0.390417723135239
"604",NA,0.0131471329801725
"605",NA,0.236003320626544
"606",NA,0.0539225926932091
"607",NA,0.294237428102927
"608",NA,0.333248526209374
"609",NA,0.964369389502264
"610",NA,0.109297304273851
"611",NA,0.234268335897799
"612",NA,0.0882829245466449
"613",NA,0.454133561532013
"614",NA,0.541887622556764
"615",NA,0.0695704626810732
"616",NA,0.637486638191335
"617",NA,0.551367164741395
"618",NA,0.387772576972836
"619",NA,0.115918796144955
"620",NA,0.427399411493865
"621",NA,0.0781795089924363
"622",NA,0.0866249928570055
"623",0,0.0574055638657621
"624",NA,0.0539225926932091
"625",NA,0.0405198150439478
"626",NA,0.935671870783795
"627",NA,0.00991281742968565
"628",NA,0.0189111137853719
"629",NA,0.254912779450631
"630",NA,0.109297304273851
"631",NA,0.0403917781586433
"632",NA,0.579635970532586
"633",NA,0.0321475660791948
"634",0,0.201024066147774
"635",NA,0.355352486990978
"636",NA,0.0309513274633136
"637",NA,0.0693572654455788
"638",NA,0.0610989782919902
"639",NA,0.560667404841537
"640",NA,0.211880677003596
"641",NA,0.0309513274633136
"642",NA,0.103315132168278
"643",NA,0.915327618927819
"644",NA,0.234268335897799
"645",NA,0.0133758227483946
"646",NA,0.109297304273851
"647",NA,0.109618812096493
"648",NA,0.168544904800432
"649",NA,0.682733463816925
"650",NA,0.0397197851177467
"651",NA,0.0866249928570055
"652",NA,0.981864329790104
"653",NA,0.168083194874139
"654",NA,0.219579002680255
"655",NA,0.0449542439975049
"656",NA,0.0230442978111338
"657",NA,0.150775065017114
"658",NA,0.489557512758702
"659",NA,0.159459516678587
"660",NA,0.0261410059947036
"661",NA,0.125477293660454
"662",NA,0.0403917781586433
"663",NA,0.0796899037069406
"664",NA,0.134575480857677
"665",NA,0.68442703693222
"666",NA,0.156694637852739
"667",NA,0.137511125790413
"668",NA,0.769692862441514
"669",NA,0.326324758029231
"670",NA,0.895806843248996
"671",NA,0.0380200297710926
"672",NA,0.227317471532703
"673",NA,0.0594784839434291
"674",NA,0.0749623996589947
"675",NA,0.0405198150439478
"676",NA,0.109297304273851
"677",NA,0.060104059706267
"678",NA,0.0678350883380736
"679",NA,0.51049365745726
"680",NA,0.124782283524808
"681",NA,0.0380200297710926
"682",NA,0.0958095672188389
"683",NA,0.0403917781586433
"684",NA,0.00991281742968565
"685",NA,0.39114394643959
"686",NA,0.065013633068725
"687",NA,0.026589629671456
"688",NA,0.0307614734230996
"689",NA,0.198756449915717
"690",NA,0.844364137964378
"691",NA,0.0133758227483946
"692",NA,0.998919582584684
"693",NA,0.374763073017158
"694",NA,0.023441055969794
"695",NA,0.759108563391703
"696",NA,0.635254288547652
"697",NA,0.0189111137853719
"698",NA,0.508907070327396
"699",NA,0.359366078920086
"700",NA,0.0405198150439478
"701",NA,0.0214646050128489
"702",NA,0.0270457386675639
"703",NA,0.250817120979868
"704",NA,0.763438443388494
"705",NA,0.171441154364892
"706",NA,0.127875591002832
"707",NA,0.0177198122167911
"708",NA,0.946318519107452
"709",NA,0.0530379311039184
"710",NA,0.097334321050614
"711",NA,0.157130973151516
"712",NA,0.0838296213051063
"713",NA,0.0189111137853719
"714",NA,0.26770459416756
"715",NA,0.0288456096177392
"716",NA,0.190589214922547
"717",NA,0.0177198122167911
"718",NA,0.391929718368452
"719",NA,0.150353230978636
"720",NA,0.122531024345753
"721",NA,0.0430405268842444
"722",NA,0.037385957929098
"723",NA,0.170331795506278
"724",NA,0.24252976437064
"725",NA,0.0844329314674656
"726",NA,0.813315275459728
"727",NA,0.806783376203919
"728",NA,0.208432256348647
"729",NA,0.904493474434158
"730",NA,0.407037395732621
"731",NA,0.68442703693222
"732",NA,0.0564671707243966
"733",NA,0.856359017609819
"734",NA,0.0530379311039184
"735",NA,0.0309513274633136
"736",NA,0.0564671707243966
"737",NA,0.117721910542662
"738",NA,0.226204282206325
"739",NA,0.0177198122167911
"740",NA,0.127875591002832
"741",NA,0.0403917781586433
"742",NA,0.904756662427117
"743",NA,0.294922822722838
"744",NA,0.0283600317150457
"745",NA,0.0788775820613254
"746",NA,0.00991281742968565
"747",NA,0.026589629671456
"748",NA,0.581182106474112
"749",NA,0.650469799939703
"750",NA,0.14075981157168
"751",NA,0.00872131209883077
"752",NA,0.481732567048561
"753",NA,0.359366078920086
"754",NA,0.0201157449326623
"755",NA,0.76288708947313
"756",NA,0.786538294898516
"757",NA,0.132932714887224
"758",NA,0.0844329314674656
"759",NA,0.150775065017114
"760",NA,0.0189111137853719
"761",NA,0.665384924470436
"762",NA,0.109618812096493
"763",NA,0.109618812096493
"764",NA,0.191098545858502
"765",NA,0.187907716615999
"766",NA,0.250244353753567
"767",NA,0.620540565653748
"768",NA,0.443692487628047
"769",NA,0.675439070252019
"770",NA,0.0737594676409977
"771",NA,0.374763073017158
"772",NA,0.930030782145279
"773",NA,0.407037395732621
"774",NA,0.152131031001171
"775",NA,0.0564671707243966
"776",NA,0.109297304273851
"777",NA,0.53650117857486
"778",NA,0.395313893375745
"779",NA,0.023441055969794
"780",NA,0.132202652309193
"781",NA,0.0201157449326623
"782",NA,0.0177198122167911
"783",NA,0.23486052487507
"784",NA,0.9405835141347
"785",NA,0.0189111137853719
"786",NA,0.0610989782919902
"787",NA,0.770277017341194
"788",NA,0.250817120979868
"789",NA,0.0958095672188389
"790",NA,0.494749975572705
"791",NA,0.376251862090251
"792",NA,0.8559528228529
"793",NA,0.487971129699493
"794",NA,0.0350724422667291
"795",NA,0.0430405268842444
"796",NA,0.236003320626544
"797",NA,0.150353230978636
"798",NA,0.111010354427254
"799",NA,0.417323142638229
"800",NA,0.0270457386675639
"801",NA,0.0356687304231928
"802",NA,0.026589629671456
"803",NA,0.0844329314674656
"804",NA,0.159459516678587
"805",NA,0.00872131209883077
"806",NA,0.0133758227483946
"807",NA,0.359366078920086
"808",NA,0.314194044809804
"809",NA,0.481732567048561
"810",NA,0.316596831333955
"811",NA,0.124782283524808
"812",NA,0.0704938667406264
"813",NA,0.150775065017114
"814",NA,0.104636057183039
"815",NA,0.0201157449326623
"816",NA,0.0201157449326623
"817",NA,0.172038918474589
"818",NA,0.103315132168278
"819",NA,0.0458546711011089
"820",NA,0.0737594676409977
"821",NA,0.774666930779531
"822",NA,0.0430405268842444
"823",NA,0.619763607651445
"824",NA,0.203845755458971
"825",NA,0.159017935185671
"826",NA,0.122531024345753
"827",NA,0.941901141963548
"828",NA,0.0283600317150457
"829",NA,0.0403917781586433
"830",NA,0.551367164741395
"831",NA,0.325600086470793
"832",NA,0.125477293660454
"833",NA,0.097334321050614
"834",NA,0.0270457386675639
"835",NA,0.294922822722838
"836",NA,0.0270457386675639
"837",NA,0.0643404554637115
"838",NA,0.124782283524808
"839",NA,0.103315132168278
"840",NA,0.0461332437122936
"841",NA,0.00872131209883077
"842",NA,0.0177198122167911
"843",NA,0.193299870712361
"844",NA,0.356808170617699
"845",NA,0.0189111137853719
"846",NA,0.0491392173656644
"847",NA,0.0214646050128489
"848",NA,0.0250072040446939
"849",NA,0.344253368146498
"850",NA,0.00656854210539425
"851",NA,0.0288456096177392
"852",NA,0.0896997791470354
"853",NA,0.509669418728138
"854",NA,0.784148103392968
"855",NA,0.542706295753091
"856",NA,0.00656854210539425
"857",NA,0.0288456096177392
"858",NA,0.487147066237422
"859",NA,0.157130973151516
"860",NA,0.767169883814875
"861",NA,0.2655286987034
"862",NA,0.709607293044816
"863",NA,0.037385957929098
"864",NA,0.0131471329801725
"865",NA,0.065400620663137
"866",NA,0.017418163370148
"867",NA,0.011571411458116
"868",NA,0.00656854210539425
"869",NA,0.558289777999798
"870",NA,0.275878744259131
"871",NA,0.0916643402363809
"872",NA,0.0449542439975049
"873",NA,0.355352486990978
"874",NA,0.322494423362717
"875",NA,0.201554339174386
"876",NA,0.0177198122167911
"877",NA,0.017418163370148
"878",NA,0.0423264106404925
"879",NA,0.109297304273851
"880",NA,0.168544904800432
"881",NA,0.0142793236987631
"882",NA,0.0407673625300888
"883",NA,0.377238607624404
"884",NA,0.165198177183996
"885",NA,0.0177198122167911
"886",NA,0.264116642927502
"887",NA,0.0530379311039184
"888",NA,0.0880178080478288
"889",NA,0.0704938667406264
"890",NA,0.0307614734230996
"891",NA,0.156694637852739
"892",NA,0.0268404639720873
"893",NA,0.109297304273851
"894",NA,0.0846882527529303
"895",NA,0.407833709291323
"896",NA,0.00991281742968565
"897",NA,0.0737594676409977
"898",NA,0.866357522463418
"899",NA,0.0830916756899578
"900",NA,0.103315132168278
"901",NA,0.017418163370148
"902",0,0.0283600317150457
"903",NA,0.0695704626810732
"904",NA,0.0270457386675639
"905",NA,0.0574055638657621
"906",NA,0.0380200297710926
"907",NA,0.0844329314674656
"908",NA,0.203845755458971
"909",NA,0.514860035432948
"910",NA,0.150775065017114
"911",NA,0.620540565653748
"912",NA,0.120664324120981
"913",NA,0.0749623996589947
"914",NA,0.135065658965929
"915",NA,0.0423264106404925
"916",NA,0.977423332161553
"917",NA,0.0499622802329173
"918",NA,0.0776170942311227
"919",NA,0.0149341843102792
"920",NA,0.219579002680255
"921",NA,0.0781795089924363
"922",NA,0.0203067816359298
"923",NA,0.00872131209883077
"924",NA,0.340318899742853
"925",NA,0.178485140583862
"926",NA,0.258878702053739
"927",NA,0.115581209304102
"928",NA,0.0796899037069406
"929",NA,0.060104059706267
"930",NA,0.0189111137853719
"931",NA,0.0288456096177392
"932",NA,0.0461332437122936
"933",NA,0.00991281742968565
"934",1,0.122886089604472
"935",NA,0.0283600317150457
"936",NA,0.0610989782919902
"937",NA,0.893161628267747
"938",NA,0.00991281742968565
"939",NA,0.0309513274633136
"940",NA,0.621529589900038
"941",NA,0.0574055638657621
"942",NA,0.0133758227483946
"943",NA,0.0530379311039184
"944",NA,0.0270457386675639
"945",NA,0.2978797084061
"946",NA,0.27240110851202
"947",NA,0.0250072040446939
"948",NA,0.065013633068725
"949",NA,0.0201157449326623
"950",NA,0.234268335897799
"951",NA,0.0296412261146922
"952",NA,0.0699825441744765
"953",NA,0.266881575411228
"954",NA,0.0442098427805937
"955",NA,0.238015674719944
"956",NA,0.0270457386675639
"957",NA,0.023441055969794
"958",NA,0.109297304273851
"959",NA,0.552937081650347
"960",NA,0.0149341843102792
"961",NA,0.0844329314674656
"962",NA,0.120664324120981
"963",NA,0.24313620584296
"964",NA,0.989350549889303
"965",NA,0.0201157449326623
"966",NA,0.0307614734230996
"967",NA,0.781231549434905
"968",NA,0.118822211201577
"969",NA,0.0403917781586433
"970",NA,0.0610989782919902
